eng,dzo,eng_to_dzo,dzo_to_eng
"Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking.",ཅ་ལ་ཚུ་རང་གིས་འབག་སྟེ་ ཨིསི་ཀི་འབད་མི་འདི་ མཐའ་ཟུར་ས་གནས་ནང་ ཨིསི་ཀི་ ཨིསི་བལྟ་བཤལ་ཡང་ན་ ཨིསི་ཀི་ལམ་འགྲུལ་ཟེར་ཡང་སླབ་ཨིན།,གངས་རིའི་ཐོག་ལས་ རྒྱབ་ཁུག་བཏང་ནི་: ལས་རིམ་འདི་ལུ་ གངས་རིའི་རྒྱབ་ཁུག་དང་ གངས་རིའི་ལྟ་སྐོར་ ཡང་ན་ གངས་རིའི་རྐང་འགྲོས་ཟེར་ཡང་སླབ་ཨིན།,"Taking your own luggage and skiing is also known as skiing in a remote area, ski touring or ski trails."
"It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots.",རྩེདམོ་འདི་ རི་གི་ཨིསི་ཀི་རིགས་ཀྱི་འབད་ཐངས་ཚུ་དང་འབྲེལ་བ་ཡོད་རུང་ རི་ཨིསི་ཀི་ཡང་ན་ རི་གུ་འཛེགས་ནི་ཚུ་འབད་ནི་མེད། རི་གུ་འཛེགས་ནིའི་དོན་ལུ་ བཤུད་པང་ས་ཀྲག་དང་ལྷམ་ཚུ་ཡང་དགོཔ་ཨིན།,འདི་ཡང་ གངས་རིའི་ནང་ལུ་ གངས་རི་བརྒལ་ནི་དང་ གངས་རི་འཛེགས་ནི་ཚུ་དང་འབྲེལ་བ་ཡོདཔ་ཨིན་རུང་ གངས་རི་བརྒལ་ནི་འདི་ མཐོ་དྲགས་སྦེ་ཡོདཔ་ལས་ གངས་རི་བརྒལ་ནི་དང་ རྐང་ཆས་ཚུ་ མཐོ་དྲགས་སྦེ་དགོཔ་ཨིན།,"The game deals with the doings of mountain ski tribes, but does not do mountain skiing or climbing. Sliding boards and shoes are also required for climbing the mountain."
Think of the skiing route as of a similar hiking route.,ཨིསི་ཀི་ཡིང་གི་ལམ་འདི་ རྐང་ཐང་་ལམ་འགྲུལ་དང་ བཅོག་འཐད་ཟེར་མནོ་བསམ་བཏང་།,གངས་ཤུད་ལམ་འདི་ རྐང་འགྲོས་ལམ་དང་ཅོག་འཐདཔ་སྦེ་ མནོ་བསམ་གཏང་།,Think of a skiing trail as similar to a hiking trail.
In good conditions you will be able to cover somewhat greater distances than walking – but only very seldom you will get the speeds of cross country skiing without a heavy backpack in groomed tracks.,གནས་སྟངས་ལེགས་ཤོམ་ནང་ལུ་ ཁྱོད་ཀྱིས་རྐང་ཐང་འགྱོ་ནི་དང་ཕྱདཔ་ད་ ཐག་རིང་ས་ལྷོད་ཚུགས་རུང་ མགྱོགས་ཚད་འདི་ སྒལ་ཏོ་གུ་ཕད་ཅུང་ལྗིད་མེདཔ་ད་ འཕྲལ་འཕྲལ་སྐབས་རྐྱངམ་གཅིག་ཐོབ་ཚུགསཔ་ཨིན།,འདོན་སྤེལ།: ༢༠༡༠/༠༣/༠༣ རིག་པ།(༠) འདི་ལྟར་དྲན་དུས་ གྱི་སྙིང་རྩ་འཕར།,"In the best conditions, you can reach farther than on foot, but speed is only occasionally available when there is no heavy shoulder pack."
"Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.",ཡུ་རོབ་འདི་གླིང་འབད་རུང་ རང་དབང་ཡོད་པའི་རྒྱལ་ཁབ་མང་ཤོས་ཅིག་དང་ཕྱདཔ་ད་ ཆུང་ཀུ་ཅིག་ཨིན། སྤྱིར་བཏང་གི་གནས་སྟངས་ནང་འབད་བ་ཅིན་ རྒྱལ་ཁབ་ལེ་ཤ་ཅིག་ནང་འགྲོ་འགྲུལ་འབད་དགོ་པ་ཅིན་ འཐོན་འཛུལ་སྐྱོད་ཐམ་ཞུ་ཡིག་དང་ ལམ་ཡིག་ཞིབ་དཔྱད་འབད་ས་ཚུ་ནང་ལས་བཙག་དགོ།,ཡུ་རོབ་འདི་ གླིང་ཆེན་ཆུང་ཀུ་ཅིག་ཨིན་རུང་ རང་དབང་ཅན་གྱི་རྒྱལ་ཁབ་ལེ་ཤ་ཡོདཔ་ཨིན། སྤྱིར་བཏང་གི་གནས་སྟངས་ནང་ རྒྱལ་ཁབ་ལེ་ཤ་ཅིག་ནང་ འགྲུལ་སྐྱོད་འབད་བའི་སྐབས་ སྐྱོད་ཐམ་གྱི་ཞུ་ཡིག་དང་ ཆོག་ཐམ་ཚད་འཛིན་ཚུ་ ཚར་ལེ་ཤ་ཅིག་ འབད་དགོཔ་ཨིན་པས།,"Although Europe is a continent, it is small compared to most independent countries. Under normal circumstances, if you want to travel to multiple countries, you must select from the passport application and passport checkpoints."
"The Schengen zone, however, works somewhat like one country in this respect.",དེ་འབདཝ་ད་ འདི་གི་ཐད་ཁར་ལྷོདཔ་ད་ ཤེང་གཱན་ས་ཁོངས་འདི་ རྒྱལ་ཁབ་གཅིག་བཟུམ་སྦེ་ལཱ་འབདཝ་ཨིན།,དེ་འབདཝ་ད་ ཤེན་ཇེན་ས་ཁོངས་འདི་ རྒྱལ་ཁབ་གཅིག་བཟུམ་སྦེ་ ལཱ་འབདཝ་ཨིན།,"But when it comes down to it, the Schengen area operates like a single country."
"As long as you stay in this zone, you can generally cross borders without going through passport control checkpoints again.",ཁྱོད་ཀྱིས་ས་ཁོངས་ནང་སྡོད་པའི་རིང་ལུ་ སྤྱིར་བཏང་ལུ་ ཁྱོད་ཀྱིས་ ལམ་ཡིག་ཞིབ་དཔྱད་སྒོ་ར་ནང་ཐོན་མ་དགོ་པར་ ས་མཚམས་ཚུ་ཡང་བརྒལ་ཆོག།,ས་ཁོངས་འདི་ནང་སྡོད་པའི་སྐབས་ སྤྱིར་བཏང་ལུ་ ཆོག་ཐམ་ཚད་འཛིན་གྱི་ བརྟག་ཞིབ་ས་ཁོངས་ཚུ་ནང་ ལོག་སྟེ་མ་འགྱོ་བར་ ས་མཚམས་བརྒལ་ཚུགས།,"As long as you are in the zone, you can usually even cross the borders without having to exit the passport check gate."
"Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money and paperwork.",དེ་བཟུམ་སྦེ་རང་ ཤེང་གཱན་སྐྱོད་ཐམ་འདི་ཡོད་པ་ཅིན་ ཤེང་གཱན་ས་ཁོངས་ནང་ཚུད་མི་ རྒྱལ་ཁབ་གཞན་ཚུ་གི་དོན་ལུ་ཡང་ སྐྱོད་ཐམ་སོ་སོ་སྦེ་ བཟོ་མ་དགོཔ་ལས་ ཏི་རུ་ དུས་ཚོད་ དང་ཤོ་ཀུའི་ལཱ་ཚུ་འབད་ནི་ནང་ དུས་ཚོད་འཕྲོ་བརླག་མི་འགྱོ།,དེ་བཟུམ་སྦེ་ ཤེང་གཱན་གྱི་སྐྱོད་ཐམ་ཡོད་མི་འདི་གིས་ ཤེང་གཱན་གྱི་འཐུས་མི་རྒྱལ་ཁབ་རེ་རེ་ལུ་ སྐྱོད་ཐམ་གྱི་དོན་ལུ་ སོ་སོ་སྦེ་ ཞུ་བ་འབད་དགོཔ་མེདཔ་ལས་ དུས་ཚོད་དང་ ཏི་རུ་ དེ་ལས་ ཡིག་ཆ་ཚུ་ ཉམས་སྲུང་འབད་ཚུགས།,"Similarly, if you have a Schengen visa, you don't have to apply for separate visas for other countries in the Schengen area, so you don't waste money, time, and time doing shopping."
There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.,བཟོ་སྐྲུན་འབད་བའི་དངོས་པོ་ ག་ཅི་བཟུམ་ཅིག་འབད་རུང་ ག་དེམ་ཅིག་ཅ་རྙིང་གི་གྲང་སུ་ཚུདཔ་ཨིན་ན་ འཇམ་གླིང་ཀུན་གྱིས་ཆ་འཇོག་འབད་བའི་ ཅ་རྙིང་གི་ངེས་ཚིག་ཡོད་རང་མེད། ཁྲལ་གྱི་ལས་སྡེ་་ལ་ལུ་ཅིག་གིས་འབད་བ་ཅིན་ ཅ་ལ་འདི་ལོ་ ༡༠༠ ལྷག་སོང་པ་ཅིན་ཅ་རྙིང་གི་གྲང་སུ་བཙུགསཔ་ཨིན།,བཟོ་བསྐྲུན་འབད་མི་ཅ་ཆས་ཚུ་ ཅ་ཆས་རྙིངམ་ག་ཅི་ཨིན་ན་ ཡོངས་ཁྱབ་ཀྱི་ངེས་ཚིག་ཅིག་མེདཔ་ཨིན། ཁྲལ་ལས་སྡེ་ལ་ལུ་ཅིག་གིས་ ལོ་ངོ་༡༠༠ ལས་ལྷག་སྟེ་ཡོད་མི་ ཅ་ཆས་ཚུ་ ཅ་ཆས་རྙིངམ་སྦེ་ ངེས་ཚིག་བརྗོད་དོ་ཡོདཔ་ཨིན་པས།,There is no universally accepted definition of antique as long as any manufactured object is classified as an antique. Some tax agencies classify an item as antique if it is more than 100 years old.
"The definition has geographic variations, where the age limit might be shorter in places such as North America than in Europe.",ཅ་རྙིང་གི་ངེས་ཚིག་འདི་ ས་ཆའི་ཁྱད་པར་ལུ་ཡང་ རག་ལསཔ་ཨིན། ག་ཅི་སྦེ་ཟེར་བ་ཅིན་ ཡུ་རོཔ་དང་ཕྱདཔ་ད་ བྱང་ཕྱོགས་ཨེ་མེ་རི་ཀ་བཟུམ་གྱི་ས་སྒོ་ཚུ་ནང་ ལོ་ཚད་འདི་ཉུང་སུ་ཡོདཔ་ཨིན།,ངེས་ཚིག་འདི་ལུ་ ས་ཆའི་གནས་སྟངས་ཀྱི་ཁྱད་པར་ཡོདཔ་ལས་ ཡུ་རོབ་དང་ཕྱདཔ་ད་ལུ་ བྱང་ཨ་མི་རི་ཀ་བཟུམ་གྱི་ས་གནས་ཚུ་ནང་ ལོ་ཚད་འདི་ ཐུང་ཀུ་འོང་ནི་ཨིན་མས།,The definition of an artifact also depends on geographic differences. Because the age is less in places like North America compared to Europe.
"Handicraft products might be defined as antiques, though they are younger than similar mass-produced goods.",ལག་བཟོ་ཐོན་སྐྱེད་ཚུ་ཡང་ ཅ་རྙིང་གི་རྣམ་གྲངས་ཨིན་རུང་ འབོར་ཆེ་ཏོག་ཏོ་སྦེ་ཐོན་སྐྱེད་འབད་མི་ཅ་རྙིང་ཚུ་དང་ཕྱདཔ་ད་ ལག་བཟོ་ཐོན་སྐྱེད་ཚུ་གསརཔ་གི་གྲང་སུ་ཚུདཔ་ཨིན།,ལག་བཟོ་གི་ཐོན་སྐྱེད་ཚུ་ ཅ་ཆས་རྙིངམ་སྦེ་ ངེས་ཚིག་འགྲེལ་ཚུགས་ནི་ཨིན་རུང་ འདི་ཚུ་ མང་སུ་སྦེ་བཟོ་བསྐྲུན་འབད་མི་ཅ་ཆས་ཚུ་དང་འཕྱདཔ་ད་ གཞོནམ་སྦེ་ཡོདཔ་ཨིན།,"Handicraft products are artefacts, but handicraft products are relatively new compared to mass-produced artifacts."
Reindeer husbandry is an important livelihood among the Sámi and the culture surrounding the trade is important also for many with other professions.,ཤཝ་གསོ་སྐྱོང་འདི་ ས་མིའི་མི་ཚུ་གི་དོན་ལུ་ འཚོ་ཐབས་ཁག་ཆེ་ཤོས་ཅིག་ཨིན་པའི་ཁར་ དེ་དང་འབྲེལ་བའི་ཚོང་ལཱ་གི་སྲོལ་འདི་ ཁྱད་ལཱ་གཞན་མི་ཚུ་གི་དོན་ལུ་ཡང་ཁག་ཆེཝ་ཨིན།་,Sámiགི་མི་ཚུ་གི་ནང་འཁོད་ལུ་ གླངམོ་ཆེ་གསོ་སྐྱོང་འབད་ནི་འདི་ འཚོ་བའི་གནས་སྟངས་ཁག་ཆེ་ཤོས་ཅིག་ཨིནམ་མ་ཚད་ ཚོང་འབྲེལ་གྱི་ལམ་སྲོལ་འདི་ གཞན་མི་མཁས་རིག་ཡོད་མི་ཚུ་གི་དོན་ལུ་ཡང་ ཁག་ཆེ་ཤོས་ཅིག་ཨིན་མས།,Deer farming is an important livelihood for the Sami people and the associated business practices are also important for other professions.
"Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals.",སྔར་སྲོལ་ལམ་ལུགས་ནང་ལུ་ཡང་ ས་མིའི་མི་ཚུ་ག་ར་གིས་ ཤཝ་གསོ་སྐྱོང་གི་ལཱ་འདི་ རྒྱ་ཆེཝ་སྦེ་མ་འབད་རུང་ ཁོང་ཚུ་འཚོ་བ་ ཉ་གཟུང་ནི་ ཤ་བདའ་ནི་དང་འདྲ་བའི་ལཱ་ཚུ་ལུ་བརྟེན་སྡོད་ནུག།,རང་ལུགས་དང་འཁྲིལ་བ་ཅིན་ Sámiག་ར་གིས་ གླངམོ་ཆེ་གསོ་སྐྱོང་འབད་ནི་ནང་ འབྲེལ་གཏོགས་འབད་མ་ཚུགས་རུང་ གླངམོ་ཆེ་འདི་ མང་ཤོས་ཅིག་རང་ སེམས་ཅན་ཅིག་སྦེ་སྡོད་དོ་ཡོདཔ་ཨིན་མས།,"Even in the traditional system, not all Sami people engaged in extensive reindeer husbandry, but they depended on activities similar to fishing and hunting for subsistence purposes."
