eng,dzo
He asked me whether I was busy.,ཁོ་གིས་ང་ལུ་ང་དལཝ་མེདཔ་ཨིན་ན་ཟེར་སླབ་དེས།
He aspires to become a teacher.,ཁོ་སློབ་དཔོན་འབད་ནིའི་རེ་བ་བསྐྱེདཔ་མས།
He assumed full responsibility.,ཁོ་འགན་ཁུར་ཧྲིལ་བུམ་སྦེ་ལེན་ཡི།
He ate every bit of his dinner.,ཁོ་གིས་ཁོ་རའི་ཕྱི་རུའི་ལྟོ་ཡོད་ཚད་ཅིགཔོ་ག་ར་ཟ་བཏང་ནུག།
He became a handsome young man.,ཁོ་ཕོ་རྒྱ་ན་གཞོན་གསར་རིསམོ་ཡར་སོང་ཡི།
He became more and more famous.,ཁོ་ཡོངས་གྲགས་མང་སུ་མང་སུ་འགྱོ་དེས།
He bet two pounds on the horse.,ཁོ་གིས་རྟ་ཐོག་པའུནཌ་གཉིས་རྒྱལ་སྤུང་ཡི།
He bothered her with questions.,ཁོ་གིས་མོ་ལུ་དྲི་བ་བཀོད་དེ་བསུན་ཁག་ཁ་བཟོ་ཡི།
He bought a new pair of gloves.,ཁོ་གིས་ལག་ཤུབས་གསརཔ་ཆ་གཅིག་ཉོ་ནུག།
He bought his daughter a dress.,ཁོ་གིས་ཁོ་རའི་བུམོ་ལུ་གོ་ལ་ཉོ་ནུག།
He broke the window on purpose.,ཁོ་གིས་དོན་ཆེད་ར་སྒོ་སྒྲིག་བཅག་བཏང་ནུག།
He came close to losing an eye.,ཁོ་མིག་ཏོ་མེདཔ་འགྱོ་ནི་གུ་ར་ལྷོད་ཅི།
He came to Japan two years ago.,ཁོ་ཇཱ་པཱན་ལུ་ལོ་གཉིས་ཀྱིས་ཧེ་མ་འོང་ནུག།
He came to ask us for our help.,ཁོ་ང་བཅས་ལུ་ང་བཅས་ཀྱིས་རྒྱབ་སྐྱོར་དགོཔ་སྦེ་སླབ་པ་འོང་ནུག།
He came to my office yesterday.,ཁོ་ཁ་ཙ་ངེ་གི་ཡིག་ཚང་ནང་འོང་ནུག།
He can scarcely write his name.,ཁོ་གིས་ཁོ་རའི་མིང་འབྲི་ཚུགས་པ་དཀོན་སུ་ཅིག་ཨི།
He can't afford to get married.,ཁོ་གཉེན་རྐྱབ་ནིའི་ཉེན་ཁ་འབག་མི་ཚུགས།
He can't do everything himself.,ཁོ་གིས་ཡོད་ཚད་ཅིགཔོ་ཁོ་ར་འབད་མི་ཚུགས།
He can't explain what happened.,ཁོ་གིས་ག་ཅི་འབད་ཡི་ག་གསལ་བཤད་འབད་མི་ཚུགས་པས།
He can't take his eyes off her.,ཁོ་གིས་ཁོ་རའི་མིག་ཏོ་མོ་ལུ་མ་བལྟ་བ་སྡོད་མི་ཚུགས་པས།
He can't tell right from wrong.,ཁོ་གིས་བདེན་རྫུན་གྱི་ཁྱད་པར་སླབ་མི་ཤེས།
He carried six boxes at a time.,ཁོ་གིས་ཚར་གཅིག་གུ་སྒྲོམ་དྲུག་འབགཔ་མས།
He caught them stealing apples.,ཁོ་གིས་ཁོང་ཨེ་པཱལ་ཨརཝ་བརྐུ་སྡོད་ས་བདའ་ཟུན་ནུག།
He combined two ideas into one.,ཁོ་གིས་ཐབས་ཤེས་གཉིས་མཉམ་གཅིག་བསྡོམས་ནུག།
He comes here almost every day.,ཁོ་ནཱ་ལུ་ཧ་ལམ་ཨ་རྟག་ར་འོངམ་ཨིན།
He concentrated on his studies.,ཁོ་ཁོ་རའི་སློབ་སྦྱོང་ནང་ལུ་དྲན་པ་བཏོན་མས།
He could not control his anger.,ཁོ་ཁོ་རའི་ཁོང་ཁྲོ་བཀག་འཛིན་འབད་མ་ཚུགས་པས།
He could not speak French well.,ཁོ་གིས་ཕེརེནཆི་ལེགས་ཤོམ་སྦེ་སླབ་མི་ཚུགས་པས།
He couldn't take it any longer.,ཁོ་གིས་དེ་ལས་ལྷག་ཡུན་རིངམོ་བཟོད་མ་ཚུགས་པས།
He cut the rope with his teeth.,ཁོ་གིས་ཁོ་རའི་སོ་གིས་ཐགཔ་བཏོག་ནུག།
He cut through Sherwood Forest.,ཁོ་གིས་ཚལ་མ་ཤཱེར་འུཊ་བརྒྱུད་དེ་བཏོག་ནུག།
He dedicated his life to peace.,ཁོ་གིས་མི་ཚེ་འདི་ཞི་བདེ་ཆེད་དུ་བརྩོན་ཡི།
He denied having written to me.,ཁོ་གིས་ང་ལུ་བྲིས་མི་འདི་ཁས་མ་ལེན།
He did not accept my apologies.,ཁོ་གིས་ང་གི་བཟོད་གསོལ་འདི་བཞེས་མ་བཏུབ།
He did not understand her joke.,ཁོ་གིས་མོ་གི་དགོད་བྲོ་འདི་ཧ་མ་གོ་བས།
He didn't hear his name called.,ཁོ་གིས་ཁོ་རའི་མིང་འབོ་མི་འདི་མ་གོ་བས།
He didn't know what to do next.,ཁོ་གིས་ཤུལ་མ་ག་ཅི་འབད་ནི་ཨིན་ན་མ་ཤེས་པས།
He didn't show up at the party.,ཁོ་གིས་ཟས་སྟོན་ནང་ལུ་འོང་མ་བཏུབ།
He disappeared without a trace.,ཁོ་མཐོང་ནི་མེདཔ་སྦེ་ཡལ་ཡར་སོང་ཡི།
He does not belong in the city.,ཁོ་ཁྲོམ་ནང་གི་ཁོངས་སུ་མི་བསྡུ།
He doesn't allow interruptions.,ཁོ་གིས་བར་བཀག་འདི་འབད་བཅུག་ནི་མེད།
He doesn't come here every day.,ཁོ་ནཱ་ལུ་ཨ་རྟག་ར་འོང་ནི་མེད།
He doesn't have his medication.,ཁོ་ལུ་ཁོ་རའི་སྨན་བཅོས་མེད།
He doesn't love his girlfriend.,ཁོ་གིས་ཁོ་རའི་བུམོ་རོགས་མི་དགའ་བས།
He drank detergent by accident.,ཁོ་གིས་འདག་རྫས་འཛོལ་སྦེ་འཐུང་ནུག།
He drank three bottles of beer.,ཁོ་གིས་བི་ཡར་དམ་སྦྱིས་གསུམ་འཐུང་ནུག།
He earns his living by writing.,ཁོ་གིས་འཚོ་བའི་རིན་འདི་འབྲི་ལཱ་གིས་ཐོབ་ཨིན།
He entered the room on tiptoes.,ང་ཁང་མིག་ནང་ལུ་རྐང་མའི་སྤྱི་བཏོག་བཙུགས་ཏེ་འཛུལ་ཡི།
He felt his heart beating fast.,ཁོ་གིས་ཁོ་རའི་དོན་ཧིང་མགྱོགས་པ་སྦེ་སྤར་ས་ཚོར་ནུག།
He felt lost and uncomfortable.,ཁོ་འབྱང་དཔ་བཟུམ་དང་མ་བདེ་ཁག་ཁ་ཚོར་ནུག།
He finds fault with everything.,ཁོ་གིས་ཡོད་ཚད་ཅིགཔོ་དང་གཅིག་ཁར་སྐྱོན་ཡོདཔ་མཐོང་ནུག།
He flatly refused to let me in.,ཁོ་གིས་ང་ནང་ན་རྩ་ལས་བཙུགས་མ་བཏུབ།
He gathered his books together.,ཁོ་གིས་ཁོ་རའི་དཔེ་དེ་གཅིག་ཁར་སྤུང་ནུག།
He gave us the signal to begin.,ཁོ་གིས་ང་བཅས་ལུ་འགོ་བཙུག་ཟེར་བའི་བརྡ་དོན་བྱིན་ཡི།
He gets a haircut once a month.,ཁོ་ཟླཝ་རེ་ནང་ཚར་རེ་སྐྱ་བཏོགཔ་ཨིན།
He gorged himself on ice cream.,ཁོ་ཁོ་ར་འཁྱེག་ཟས་ལྟོ་ལེ་ཤིག་ཤི་སྦེ་ཟཝ་མས།
He got into his car in a hurry.,ཁོ་འཚབ་འཚབ་སྦེ་ཁོ་རའི་ཀཱར་ནང་འཛུལ་དེས།
He got out of the cab in haste.,ཁོ་གླ་འཁོར་ནང་ལས་འཚབ་འཚབ་སྦེ་འཐོན་དེས།
He had a copy made of this key.,ཁོ་ལུ་འདྲ་བཤུས་ལྡེ་མིག་འདི་གིས་བཟོ་མི་ཡོད།
He had decided on a new policy.,ཁོ་གིས་སྲིད་བྱུས་གསརཔ་ཐོག་གྲོས་ཐག་ཆོད་ནུག།
He had his shirt on inside out.,ཁོ་གི་ཁོ་རའི་ཁེན་ཇ་འདི་ཕྱི་ནང་ལྷོག་འདུག།
He had no luck in finding work.,ཁོ་ལུ་ལཱ་འཚོལ་ནི་ལུ་ཁ་རྗེ་མིན་འདུག།
"He had no more than 10,000 yen.","ཁོ་ལུ་ཡེན ༡༠,༠༠༠ ལས་ལྷག་མིན་འདུག།"
He handled the tool skillfully.,ཁོ་གིས་ལག་ཆས་འདི་རིག་རྩལ་དང་ལྡནམ་སྦེ་ལག་ལེན་འཐབ་ཅི།
He has a head on his shoulders.,ཁོ་གི་མགུ་ཏོ་ཁོ་རའི་ཕྱག་ལྟག་གུ་འདུག།
He has a large number of books.,ཁོ་ལུ་དཔེ་དེབ་གྱངས་ཁ་གནམ་མེད་ས་མེད་ཡོད།
He has a lot of original ideas.,ཁོ་ལུ་རྩ་བའི་ཐབས་ཤེས་ལེ་ཤ་འདུག།
He has a new woman in his life.,ཁོ་གི་མི་ཚེ་ནང་ལུ་ཨམ་སྲུ་གསརཔ་འདུག།
He has a son and two daughters.,ཁོ་ལུ་བུ་གཅིག་དང་བུམོ་གཉིས་ཡོད།
He has a very interesting book.,ཁོ་ལུ་སྤྲོ་བ་ཆེ་བའི་དཔེ་དེབ་ཅིག་ཡོད།
He has an unpronounceable name.,ཁོ་ལུ་རྗོད་སྒྲ་བཏོན་མ་ཚུགས་པའི་མིང་ཅིག་ཡོད།
He has gone blind in both eyes.,ཁོ་ལུ་མིག་ཏོ་གཉིས་ཆ་ཞརཝ་ཡར་སོ་ནུག།
He has made me what I am today.,ང་ད་རེས་དེ་སྦེ་ཡོད་མི་འདི་ཁོ་གིས་བཟོ་བཟོཝ་ཨིན།
He has no chance of recovering.,ཁོ་དྲག་ནི་གིས་གོ་སྐབས་མིན་འདུག།
He has no friends to talk with him.,ཁོ་ལུ་ཁོ་དང་གཅིག་ཁར་བློ་སླབ་མི་ཆ་རོགས་མིན་འདུག།
He has no interest in politics.,ཁོ་སྲིད་དོན་ནང་སྤྲོ་བ་མིན་ནུག།
He has only six months to live.,ཁོ་སྡོད་ནི་ལུ་ཟླཝ་དྲུག་རྐྱངམ་གཅིག་ཡོད།
He has overcome many obstacles.,ཁོ་གིས་བར་ཆད་ལེ་ཤ་བསལ་ཡི།
He heard the news on the radio.,ཁོ་གིས་གནས་ཚུལ་འདི་རླུང་འཕྲིན་སྙན་སྒྲོམ་ཐོག་གོ་ནུག།
He helped me carry the baggage.,ཁོ་གིས་དོ་ཆས་འབག་ནི་ལུ་ཆ་རོགས་འབད་ཡི།
He helped me clean up the mess.,ཁོ་གིས་ང་ལུ་ཟ་སྤྱོད་ཁང་འཕྱག་ནི་ལུ་ཆ་རོགས་འབད་ཡི།
He hid himself behind the door.,ཁོ་ཁོ་ར་སྒོ་གིས་རྒྱབ་ཁ་གཡིབ་སྡོད་ནུག།
He hit his head against a rock.,ཁོ་ཁོ་རའི་མགུ་ཏོ་རྡོ་ཕུ་དང་གཅིག་ཁར་བརྡུང་ནུག།
He ignored his father's advice.,ཁོ་གིས་ཁོ་རའི་ཨ་པའི་བསླབ་བྱ་སྣང་མེད་བསྐྱུར་ནུག།
He introduced his sister to me.,ཁོ་གིས་ཁོ་རའི་སྲིངམོ་ང་ལུ་ངོ་སྤྲོད་འབད་ཡི།
He is a brave and cheerful boy.,ཁོ་བུཚ་སྙིང་སྟོབས་ཅན་དང་ཡིད་ཁར་འོང་ཏོག་ཏོ་ཅིག་ཨིན་པས།
He is a very thoughtful person.,ཁོ་མི་གནམ་མེད་ས་མེདགཟབ་གཟབ་འབད་མི་ཅིག་ཨིན།
He is able to swim like a fish.,ཁོ་གིས་ཉ་བཟུམ་སྦེ་རྩལ་རྐྱབ་ཚུགས་པས།
He is above doing such a thing.,ཁོ་ལྟག་ལུ་ཨ་ནཱི་བཟུམ་འབད་དེ་འདུག།
He is absent from school today.,ཁོ་ད་རིས་སློབ་གྲྭ་ནང་ལུ་ཆད་ཨིན་པས།
He is acting on his own behalf.,ཁོ་ཁོ་རའི་ཧོངས་ལས་སྦེ་འཁྲབ་ཨིན།
He is actually not the manager.,ཁོ་ངོ་མ་འབད་བ་ཅིན་འཛིན་སྐྱོང་པ་མེན།
He is afraid of his own shadow.,ཁོ་ཁོ་རའི་གྱིབ་མ་ལུ་འདྲོག་ནུག།
He is always forgetting things.,ཁོ་གིས་ཨ་རྟག་ར་ཅ་ལ་ཚུ་བརྗེདཔ་མས།
He is anxious to go to America.,ཁོ་ཨ་མི་རི་ཀ་འགྱོ་ནི་ལུ་སེམས་སྡུག་ནུག།
